Code,Consultant Name
20860,Professor Thomas Jones
20874,Dr Angela Robinson
20885,Mr James F Acheson
20890,Dr Ranjana Chaudhuri
20912,Dr Susan Hill
20914,Dr William McCrea
20916,Dr Rodney Emmott
20923,Dr Richard J Van Der Star
20928,Professor Sir Peng Khaw
20934,Dr Karen Benson
20936,Dr Richard H Elliott
20938,Mr John W Iacovou
20939,Dr Babinder Sandhar
20947,Dr John Gareth Llewelyn
20948,Dr J Piper
20953,Mr Paul Raymond Maddox
20955,Dr Susan Lewis
20962,Dr Paul Lyons
20964,Miss Susan Ward
20967,Dr Jospeh Rahmim
20981,Dr Wynne Davies
20983,Dr Raphael Perry
20986,Dr Richard G Rees
20989,Dr Paul Dedman
20993,Mr Paul Rosen
20998,Mr John Williamson
21001,Mr Douglas McGeorge
21003,Dr Peter Schofield
21013,Dr Anna Eva Szabolcsi
21021,Dr Patrick S Mbaya
21032,Mr Alistair Henderson
21037,Dr Donna Greenhalgh
21050,Dr Robin Lawrence
21062,Mr Paul D McInerney
21071,Mr Paul Wood
21075,Dr David Barnes
21077,Professor James Barrett
21087,Dr Dianne McGibben
21088,Mr David Sim
21109,Dr K R Milligan
21115,Mr Rupert Eckersley
21117,Mr Michael Brockbank
21118,Professor Rino Cerio
21120,Mr Demetrios Economides
21123,Mr Paul W Allen
21125,Dr Andrew Flapan
21128,Mr Andrew Cornaby
21130,Dr Derek Blincow
21131,Dr Elizabeth Jenkins
21140,Dr Geoff Isaacs
21142,Professor Christopher Chapple
21145,Mr Michael Fordyce
21156,Dr Giles Elrington
21168,Mr David Andrew Evans
21179,Dr Robert Kerslake
21180,Dr Lydia Jones
21190,Mr Haroun Gajraj
21192,Dr Sarah A Evans
21195,Mr Jonathan P Compson
21211,Mr Paul Carter
21212,Professor Cyrus Cooper
21219,Dr Ursula Davies
21220,Mr Charles East
21225,Dr Michael Rose
21227,Mr Anthony John Rutherford
21229,Miss Elizabeth Owen
21231,Dr Katrina J Erskine
21241,Dr Christopher D George
21242,Dr Andrew Palmer
21247,Mr Julian Pampiglione
21253,Mr Mark Gudgeon
21254,Mr Michael Savvas
21263,Dr John Giles
21267,Mr Ian C Mitchell
21272,Dr Rosalind Given-Wilson
21276,Dr Laurence Lever
21281,Dr Jonathan R Glover
21285,Dr Mary Glover
21292,Mr Richard Penketh
21293,Mr David Golding-Wood
21301,Mr Michael Gordon Matthews
21308,Dr Francis Matthey
21310,Professor David M Lloyd
21313,Mr Robert A Hill
21317,Dr Anthony H Wolff
21321,Mr Simon Ellenbogen
21328,Dr Roger Moss
21330,Professor Lesley Regan
21335,Professor William Ribbans
21339,Mr Alvan Pope
21343,Mr Michael Thomas
21349,Mr Graham S Whiteley
21352,Mr Heikki Whittet
21362,Mr Hugh Clarke
21365,Mr Michael Tilston
21367,Professor Howard Ware
21369,Mr Andrew Houghton
21387,Mr Jeremy Tate
21393,Mr Patrick F Statham
21397,Dr Rowan Wilson
21407,Mr Gerald Hackett
21412,Dr Robert E John
21418,Mr David Williamson
21426,Mr Martin L Harris
21428,Dr Alastair McCance
21429,Mr Patrick Scott
21430,Dr Ian Hicks
21436,Mr Andrew Northeast
21438,Dr Barbara M Bray
21446,Dr Anne Thorpe
21449,Mr Adrian P Locker
21454,Mr Ian E Hawthorn
21457,Mr Colin Hopper
21459,Professor Richard Field
21463,Mr John Shotton
21468,Dr Lyn Williamson
21469,Dr Eileen Baildam
21470,Mr Michael Dooley
21473,Dr Christopher Nigel Hacking
21476,Mr Dominic J McHugh
21481,Dr Teodor Goroszeniuk
21487,Dr Daniela Smith
21493,Mr Nigel Parr
21503,Mr Timothy Leontsinis
21516,Dr Raad A Shakir
21545,Dr David O'Reilly
21547,Mr David Parker
21548,Dr Simon Dolin
21556,Dr Ala S. Al-Hussaini
21573,Mr Adel Eskander
21585,Mr John Bolger
21586,Dr Stephen H Lee
21588,Mr Seamus Macdermott
21594,Dr Ivan Muscat
21595,Professor Barry Powell
21600,Dr Gary T Bell
21621,Dr Saad Al-Ismail
21638,Dr Thomas Sheeran
21643,Mr Mark Henley
21649,Dr Parmjit Duhra
21653,Dr Ian L Green
21657,Dr David Hargreaves
21660,Dr Riaz Jan-Mohamed
21665,Dr Peter Merry
21667,Dr David Tayler
21675,Professor Jaspal Kooner
21684,Dr Raafat Farag
21691,Dr Vik Watts
21707,Dr Sikander Kamlana
21708,Dr Swee Fang
21716,Professor Sir Nilesh J Samani
21718,Professor Julian Scott
21721,Dr Husni W Habboush
21728,Dr Thomas Farrell
21732,Dr Badal Pal
21737,Professor Christopher Bunker
21744,Professor Jonathan Brown
21752,Dr Andrew R Cooper
21755,Dr Juliette Ross
21765,Mr Roger Hackney
21780,Mr David Morgan
21783,Dr Geoffrey Richardson
21784,Mr Mark G Watson
21792,Miss Jane Bridges
21805,Mr Gregor Kerr
21817,Mr Theo Joseph
21819,Mr Philip Robinson
21820,Dr Simon R Bricker
21821,Mr Cheng Lee
21824,Mr Gawn McIlwaine
21831,Dr David J Eedy
21838,Dr Bruce W Kirkham
21839,Dr Norbert Blesing
21846,Dr Adam A Bagadi
21854,Dr John K Luckit
21857,Dr Richard M Pope
21870,Dr Roger Bury
21873,Dr Andrew Mocroft
21878,Dr Paul Jennings
21894,Mr Elgan Davies
21898,Dr Robert Davies
21901,Dr Alexandra R Manara
21906,Mr Clive Spence-Jones
21913,Dr Colin Walker
21915,Mr Robert Smith
21918,Mr David Nott
21923,Mr Mark Lansdown
21926,Dr Peter Currie
21930,Mr Mark Hartley
21933,Dr Mark Rosenthal
21934,Dr Ian D Smith
21941,Dr Andrew Bodenham
21951,Dr Stephen O'Hickey
21953,Dr David Monaghan
21957,Dr Timothy Trotter
21965,Mr Stephen Prescott
21970,Dr Simon W Davies
21973,Dr Susan Kirby
21974,Mrs Ruth Cochrane
21978,Dr Fiona Ratcliffe
21985,Dr Aminmohamed Rahemtulla
21988,Professor Mark Davenport
21989,Mr Peter Briggs
21999,Mr Carl Hardwidge
22000,Mr David F Johnston
22002,Professor Peter Kay
22003,Dr Jeremy A Evans
22006,Mr Ivan Fawcett
22009,Dr Mark A Sherman
22012,Dr David Harris
22023,Dr Richard J Telford
22027,Dr Peter Holland
22033,Mr Robert Adam Rodin
22037,Dr Valerie J Lewington
22040,Professor Sean Whittaker
22041,Dr Robert Baldwin
22043,Professor Roger Wolman
22050,Dr Michael Creagh
22069,Mr Robert Gregory
22083,Dr N J Smith
22088,Mr John Timperley
22096,Dr Robert Luder
22100,Dr Alison Layton
22103,Mr Andrew Parker
22108,Professor David Miles
22114,Mr Michael Brooks
22120,Dr Stephen Dean
22123,Mr Peter Ratcliffe
22124,Dr Bhavdeep Jani
22125,Dr Thomas Y K Chan
22126,Mr Anthony Skene
22132,Dr Craig Macmillan
22137,Mr Gerald Naylor
22146,Dr Laura Corr
22155,Dr David Campbell
22158,Dr Michael Laffan
22164,Dr Paul Norris
22165,Dr Douglas Robertson
22168,Dr Jonathan Kwan
22173,Professor Michael J Lind
22174,Dr Alan W Harrop-Griffiths
22177,Mr Richard Novell
22183,Mr John Bagley
22185,Dr John W Mackenzie
22186,Dr John West
22193,Mr Adrian Butler-Manuel
22195,Dr Richard O'Flynn
22197,Mr Nicholas Parkhouse
22198,Dr Otto Chan
22202,Dr Andrew Duncombe
22203,Dr Andrew Clifton
22208,Mr Ian A Whitaker
22211,Dr Christopher Greenhalgh
22225,Mr Michael Craigen
22239,Dr Aileen Patterson
22241,Mr David Elliott
22245,Mr Stephen Brown
22251,Mr Timothy Metcalfe
22252,Mr Stephen Brooks
22261,Mr Victor Tsang
22272,Dr Adrian Thomas
22274,Mr David Cox
22277,Dr Adam Darowski
22281,Dr James McAleer
22288,Dr Julian Fearnley
22296,Mr David Rew
22300,Dr Peter Bunting
22303,Mr Nicholas Wilson
22305,Dr Michael John Henderson
22322,Mr Ian Murdoch
22323,Dr Roger W Whitney
22334,Dr Stephen J Gwyther
22346,Mr Simon Bridle
22352,Professor Jonathan N Barker
22361,Mr Noel Wilson
22362,Mr Christopher R Darby
22375,Miss Sovra Whitcroft
22380,Professor George Ikkos
22381,Dr Ian  Minty
22382,Dr Robert A Manns
22384,Mr Richard Parkinson
22389,Mr Nicholas Neal
22391,Dr Peter K MacCallum
22393,Mr Christopher Brooks
22398,Dr Andrew Dyson
22401,Dr Eleanor Moskovic
22408,Professor Rajai Shahin
22410,Professor Gerard Conway
22412,Professor John Axford
22413,Dr Mary E R O'Brien
22419,Dr Arif Ahsan
22423,Mr Philip Bearn
22424,Dr Bernadette Borgstein
22427,Mr Desmond P Barton
22429,Mr Francis Howell
22439,Dr Mark D Rollins
22441,Dr Michael Griffith
22442,Mr Robert Woolas
22443,Dr Christine R Landon
22446,Dr Paul Ryan
22447,Mr Rakesh Uppal
22452,Mr Andrew Morrell
22456,Dr J S Gowrisunkur
22457,Mr Michael Corlett
22461,Professor Simon Travis
22464,Dr Shirine Pezeshgi
22467,Mr George Ashcroft
22471,Dr Jonathan Jobling
22473,Professor Richard Watts
22477,Dr Alistair Purves
22481,Dr Anthony Hughes
22485,Mr Noel Clarke
22487,Mr Nicholas Carty
22490,Mr Christopher Walker
22495,Mr Stephen Bendall
22500,Dr George Resek
22504,Dr Daniel B Reiff
22507,Dr Rudi Borgstein
22517,Dr Robert Lawrence
22524,Dr Malgosia Albin
22537,Professor Charles Claoue
22539,Dr Mark Wrigley
22550,Mr Julian W Hugh Evans
22552,Dr Philip J Cooper
22554,Dr Janusz Liban
22555,Dr Charles Colin Long
22561,Mr Robert Dapling
22566,Mr George Murty
22568,Dr Christopher H Thom
22572,Dr Roger Howells
22583,Mr Angus McIndoe
22584,Dr Colin Wallis
22585,Mr Matthias Erdmann
22589,Dr Mark Berelowitz
22591,Dr Michael Platt
22593,Mr Michael Moloney
22594,Mr Nicodemus Violaris
22595,Dr John P Meehan
22605,Mr Robert Harvey
22612,Dr Olivia Earley
22622,Mr Peter Dekker
22623,Dr Mohamed J Alsewan
22628,Dr Kin-Leong Kong
22634,Dr Patrizia Cohen
22635,Dr Joel David
22640,Dr Saad Al Khalaf
22648,Dr Jeffrey Bateman
22651,Dr Julie Watts
22656,Mrs Sarah Hussain
22660,Professor Christopher B Summerton
22666,Mr Michael Edwards
22675,Mr Matthew Sala
22676,Dr Maurice McKavney
22679,Dr Donald D Graham
22683,Dr Sunil Wimalaratna
22690,Dr I T Saeed
22697,Dr Swarupsinh V Chavda
22700,Dr Magdi Mikhael
22704,Dr Ian Appleby
22707,Mr Jamil Hakim
22713,Dr Simon Ellis
22715,Mr Tariq Ahmad
22722,Miss Elaine Sassoon
22725,Professor Humphrey Scott
22728,Dr Andrew K Daborn
22760,Dr Jing Lee
22764,Professor Mahmood Barbir
22766,Professor Martin Dyer
22767,Dr Stephen Pugh
22770,Dr Paul Ignotus
22771,Dr Colm Irving
22778,Miss Anne M Gilvarry
22791,Dr David McDowell
22793,Dr Jonathan Swan
22794,Mr Henry Maxwell
22796,Dr William Young
22797,Dr Audrey Oppenheim
22802,Dr Kathleen Lyons
22807,Dr Wieland J Moore
22809,Professor Georghios Santis
22810,Dr David Spence
22812,Mr Michael Moss
22821,Dr Tom Trouton
22823,Dr Neil Hunt
22824,Dr Alan Magee
22833,Mr Michael Pringle
22836,Professor Simon Ray
22839,Mr Simon Henderson
22841,Dr Ralph Roberts
22846,Mr Midhat Siddiqui
22847,Professor Jerry Nolan
22848,Mr Richard S Cartmill
22865,Dr Robert Morgan
22866,Mr Geoffrey Stranks
22878,Mr Wojciech Karwatowski
22879,Mr Sanjay M Shah
22881,Dr Andrew Hill
22887,Professor Timothy R Magee
22890,Dr CHRISTOPHER ROMANIUK
22891,Dr Craig Andersson
22895,Dr Paul Mansour
22896,Mr Marcellino Maheson
22904,Mr Nicholas Turner
22908,Mr Nick Kenny
22909,Dr Piers Wilson
22910,Mr Tim Buxton
22912,Dr James R Wilkinson
22919,Dr Christopher Michael Lambert
22920,Dr Joo Thong
22932,Dr Gerard Purdy
22937,Mr Nicholas Hayes
22941,Dr Bruce Macfarlane
22951,Professor Stephen Kaye
22988,Dr Brian F Keogh
22993,Dr Marshall Riley
22998,Dr Walter Busuttil
23007,Mr Stephen White
23014,Professor Gareth Evans
23017,Dr Jennifer Garioch
23020,Dr Andrew Goodman
23030,Professor Akbar Vohra
23031,Dr Sara McCluskey
23033,Mr Gavin Morrison
23037,Dr Henri Grech
23039,Mr Mark Proctor
23040,Professor David S Barrett
23046,Dr Martin Sandler
23047,Dr Christopher Harland
23051,Dr Graham McKillop
23055,Professor Jonathan N Townend
23058,Dr Stephen Falk
23060,Mr Paul Carter
23061,Mr David Chadwick
23064,Mr Jack McAllister
23066,Mr Paul Carter
23068,Mr Kim N Hakin
23069,Dr Krishna Bakhshi
23071,Mr Peter Mason
23076,Dr Paul Mendel
23079,Professor John Scholefield
23080,Dr Gary Bray
23082,Ms Ruth Waters
23084,Professor Heather Payne
23085,Dr Malcolm Steiger
23088,Mr Paul Stuart
23094,Dr Carol L Davis
23096,Professor Sina Dorudi
23100,Mr Ted Burton
23101,Dr Alastair McCrirrick
23104,Mr Paul Sherry
23107,Dr Stephen P Deegan
23110,Dr David D'Cruz
23112,Dr Tim Wang
23113,Dr Umesh Acharya
23114,Professor Rajesh Aggarwal
23122,Mr Simon Ashley
23132,Dr Malcolm Metcalfe
23133,Mr John McLoughlin
23142,Mr Gregory Packer
23143,Professor Rajendra Persad
23150,Mr Brian Stephenson
23152,Mr Rodney Laing
23153,Dr Giorgio L Giancola
23154,Dr Fiona Lofts
23159,Dr Robin Woolfson
23161,Mr Michael W Austin
23165,Dr Stephanie Kaye-Barrett
23168,Dr Timothy Craft
23175,Mr James A Scott
23176,Dr Karen Gibbon
23181,Dr Jonathan Frankel
23187,Dr Bryan Beattie
23197,Mr Andrew Adamson
23198,Professor John McKnight
23201,Dr Sunit Ghosh
23202,Dr R J Aquilina
23203,Mr Julian McGlashan
23207,Dr Thomas A McLoughlin
23210,Dr Gordon F Byers
23212,Dr Tanwir Mian
23214,Dr David J Todd
23217,Dr Hilary F Holland
23218,Professor Peter Lodge
23220,Dr Neil Hopkinson
23238,Dr Oliver Foster
23240,Mr Keith Louden
23244,Mr Adrian M Lower FRCOG
23249,Dr Paul McNally
23251,Dr James Colin Doig
23252,Dr Mark Thomas
23257,Mr Richard Gareth Williams
23261,Dr Alan Tang
23263,Dr JEREMY FIELD
23271,Dr Colin Mumford
23272,Dr John P Bourke
23274,Miss Sophie Renton
23276,Mr David Robinson
23278,Dr Jeff Summers
23281,Mr Sukhpal Singh
23282,Dr Peter Murphy
23287,Mr David R Trew
23289,Mr Robert Sudderick
23291,Dr Michael S Brockway
23294,Dr Robert T Johnston
23295,Miss Tena Walters
23310,Mr Ronan Treacy
23311,Professor John K Mellon
23313,Dr Jeremy Broadhead
23318,Mr Francis Johnston
23322,Mr Peter Sagar
23323,Mr Alan Woodward
23330,Dr Simon Dubrey
23331,Mr A J Drysdale
23340,Dr Alasdair Dow
23341,Dr Simon J Fletcher
23343,Mr Anthony Reece
23347,Dr Nerys Roberts
23350,Mr Chris Gallegos
23352,Dr Philip Avery
23357,Professor Adam Balen
23358,Professor Christopher Imray
23359,Dr David Lindsay
23362,Dr Sandra Evans
23365,Dr Richard T Keays
23366,Dr Andrew Baranowski
23368,Dr Diane Griffiths
23370,Dr Gerald Glancey
23376,Mr Simon R Hill
23377,Dr Jeremy Small
23384,Professor Antonio Pagliuca
23389,Mr Nicholas Lee
23390,Mr Martin Brett
23393,Mr John Sutcliffe
23394,Dr Jill Pattison
23395,Dr Elizabeth Lightstone
23396,Dr Portia Goldsmith
23398,Dr Ian McCurdie
23405,Mr Nigel Mendoza
23406,Mr Andrew Camilleri
23410,Dr Alastair M Skelly
23411,Dr Robert Brenner
23414,Mr Godfrey Charnley
23419,Mrs Veronica Ferguson
23421,Mr Terng Chen
23423,Dr James McCall
23427,Dr Sally R Wilson
23429,Dr Michael Copp
23430,Dr Ian Crabb
23431,Mr Richard Welbourn
23436,Professor William Rosenberg
23439,Dr A Barney Hawthorne
23441,Dr Alexandra Wu
23450,Dr Christopher Smith
23451,Mr Jullien Gaer
23453,Mr Donald Menzies
23456,Dr Paul Dilworth
23463,Dr Caroline Grange
23465,Mr John Targett
23472,Mr Paul Toomey
23473,Dr Cecilia Trigg
23474,Dr Richard Groves
23476,Mr Robin Turner
23477,Dr Susan Hutchinson
23479,Dr Philippa Groves
23480,Mr Tipu Aziz
23481,Mr Martin Danford
23484,Dr Susan M Bailey
23486,Professor Nicholas Reynolds
23488,Dr Peter Amoroso
23492,Dr Daniel Hochhauser
23493,Dr Andrew Wood
23494,Dr Martin Dresner
23497,Mr Nicolas Beechey-Newman
23500,Mr Simon Levy
23501,Mr Neale Watson
23503,Dr David Boote
23505,Mr Keith S Eyres
23510,Dr Graham J Philpott
23512,Professor Nariman Karanjia
23516,Dr Chris Marguerie
23517,Dr G N Fuller
23518,Mr David Khoo
23520,Mr Malcolm Padwick
23524,Dr Simon Thomson
23526,Mr Dimitri Yanni
23527,Mr James Campbell
23529,Dr John Read
23532,Professor Kevin P Moore
23536,Mr Neil Slater
23539,Dr Guy A Haywood
23540,Dr Simon Horner
23541,Mr John M Hadley
23543,Mr Peter R Simcock
23546,Dr James Mackay
23547,Dr James Sneddon
23549,Mr Michael Young
23552,Mr Stephen Campbell
23554,Mr John Russell
23566,Dr Josephine MacSweeney
23573,Mr Robert Sattin
23574,Mr John Pitts
23575,Dr Patrick Armstrong
23576,Mr Paul Gibb
23585,Mr Johan Witt
23586,Mr Mark Jackson
23589,Dr Jonathan Purday
23591,Dr Sujey Jayaratnasingam
23598,Dr Mark Slaney
23599,Mr Michael Toma
23603,Mr Jonathan Hull
23604,Miss Anne Jackson
23605,Dr David Ray
23607,Mr Ormond Mark Taylor
23608,Mr Stuart Hay
23610,Mr Roy N Lawrence
23612,Dr Jacqueline Church
23614,Mr Kim Hutton
23619,Miss Susan Bates
23621,Mr Jonathan Dowler
23625,Miss Fiona Macneill
23626,Mr Nicholas James
23628,Dr Belinda Pryle
23629,Mr Gerald N Collins
23630,Dr Ewen Forrest
23631,Dr Paul Nichols
23634,Dr Margaret O'Driscoll
23637,Professor Peter Trainer
23638,Dr Stephen Morris
23640,Dr Paul Anthony Broadhurst
23642,Mr John Rowles
23648,Dr Gerard Doyle
23649,Mr Roger Tillman
23651,Dr David Riddington
23657,Dr Mark Wilkes
23658,Francis Chinegwundoh MBE
23659,Dr Colin Walshaw
23660,Mr Jeremy F Sharp
23661,Professor Kevin Cheah
23664,Dr Thomas Mulholland
23681,Dr David Butterworth
23682,Dr Neill Hepburn
23684,Mr Nicholas C Hickey
23685,Dr Peter J Stafford
23688,Dr Wilfred Wooldridge
23689,Dr Nicholas Hudson
23703,Mr Partha Sarangi
23704,Dr Ehoud Shmueli
23707,Mr Philip Scott
23709,Mr Jeremy Diamond
23710,Dr Ian G Ryder
23713,Dr David W Tilsley
23718,Dr Elizabeth Whitehead
23722,Dr Raymond Chung
23726,Mr Robert Swift
23727,Mr David G Charteris
23729,Professor Clifford Garratt
23732,Dr Kevin Haire
23734,Mr Mark Pickford
23745,Mr Per N Hall
23749,Dr Christopher Mather
23763,Mr Michael Davis
23764,Mr David Ralph
23766,Mr Andrew Miles
23767,Dr Niall Campbell
23770,Mr Ali Kubba
23790,Dr Jamshed Bomanji
23795,Dr Jagdish Gandhi
23796,Dr Mohammed A Al-Dabbagh
23803,Dr Emile Morgan
23813,Mr Awwad Awwad
23815,Mr Sylvester Amamilo
23817,Mr Munir Ahmed
23818,Miss Carolynne Vaizey
23821,Dr Nicola Volpe
23822,Dr Jacqueline Palace
23825,Dr Kevin Camden-Smith
23826,Professor Nadim Haboubi
23828,Dr Meena Gademsetty
23829,Professor Jayantha Arnold
23835,Dr Abdulfattah Lakhdar
23841,Professor Ali Jawad
23846,Dr Salah Abou-El-Fadl
23849,Dr Simon G Tordoff
23857,Mr Hamish Hamilton
23859,Mr Laurence Watkins
23861,Mr Dennis Edwards
23863,Dr Neil Brener
23872,Dr Nicholas Harper
23884,Professor Peter O'Donovan
23886,Dr Joseph P O'Dwyer
23889,Mr Nicholas P Strong
23892,Dr Mason Pannell
23897,Dr Sean O'Nunain
23910,Dr Johanna A Schipperheijn
23911,Mr Anestis Iossifidis
23912,Professor Nadey Hakim
23931,Dr Bruce G Fleming
23933,Dr Narendra Dhariwal
23935,Mr Tariq Shah
23940,Mr Sanjeev Lakshaman Chitnis
23942,Dr Muttuswamy Sivakumaran
23947,Mr Peter Frecker
23961,Mr Onsy Morris
23963,Mr Daniel J Rossouw
23968,Mr Kesava R Mannur
23970,Mr Derek Kramer
23980,Mr Richard J Slade
23983,Mr Ragheed Al-Mufti
23989,Mr Lloyd McKie
23992,Professor Nigel Brunskill
23993,Mr David K C Chui
23995,Mr Andrew Forester
23999,Dr Vinod Patel
24001,Mr Gavin Robertson
24005,Professor Damien Lynch
24011,Dr Lesley Doyle
24016,Dr Alan Cohen
24017,Dr Diana Holdright
24019,Dr Susan J Wright
24020,Mr Christopher Wilson
24024,Professor Mark McGurk
24026,Dr Andonis Violaris
24029,Dr Catherine Greener
24031,Dr David Gorard
24034,Dr Clive Lawson
24037,Dr Sanjeev Patel
24039,Mr Colin Weir
24043,Dr Phillip Harrison
24044,Dr Carol McCartney
24045,Mr Geoffrey Trew
24047,Professor Robert J Thomas
24048,Dr Chen Pac Soo
24049,Dr Paul A Innes
24057,Dr Permjit Bachra
24058,Mr Michael Pearse
24060,Mr Peter Budny
24061,Mr David Griffiths
24062,Mr Justin Vale
24063,Dr Neil Smart
24064,Mr Panny Kallis
24065,Dr Robert Davies
24066,Mr Mark Whyman
24068,Mr Robert John Corson
24069,Mr Bruce George
24070,Dr Jonathan Westbrook
24071,Mr William Taylor
24072,Dr Mark Caplan
24076,Mr Robert Richardson
24083,Professor Terence Wardle
24085,Dr Phil McDonald
24092,Professor Robert Hawkins
24094,Mr Michael Grevitt
24096,Mr Graham Phillips
24099,Dr Timothy Iveson
24100,Mr Michael Palmer
24103,Dr Andrew Thillainayagam
24105,Professor Stephen Brecker
24108,Dr Michael Nathanson
24111,Dr John Bowler
24119,Mr Andrew Clarke
24121,Dr Jeremy Axon
24123,Dr Paul Barker
24125,Mr Paul Montgomery
24126,Mr Simon Lambert
24128,Dr Paul McLaren
24130,Dr Gillian McCarthy
24131,Professor Michael Baxter
24144,Professor Nicholas Peters
24146,Dr Iain McLaren
24147,Mr Robert MacDermott
24151,Mr Indranil Chakrabarti
24158,Mr Shane MacSweeney
24160,Dr Michael Potter
24162,Mr John P Ivory
24164,Mr Christian Barnick
24166,Dr Mark Heafield
24169,Dr Maximillian Jonas
24172,Dr Stuart Bloom
24178,Dr Mark Ramsey
24180,Professor Tim Reynolds
24181,Mr John P Murphy
24187,Dr Amanda Hahn
24190,Mr Nicholas Cohen
24191,Professor Helen Cross
24192,Mr David Hahn
24193,Dr Neil Harris
24194,Dr Stuart Jamieson
